3106,loom-network,Loom Network,36:29.0,LOOM
3107,legolas-exchange,Legolas Exchange,36:29.1,LGO
3108,guaranteed-ethurance-token-extra,Guaranteed Ethurance Token Extra,23:39.0,GETX
3109,fluz,Fluz,00:52.0,FLUZ
3110,fluz-fluz,Fluz Fluz,23:21.1,FLUZ
3111,revolutionvr,Revolutionvr,02:57.2,VOX
3112,hirematch,Hirematch,13:06.3,HIRE
3113,dropil,Dropil,17:59.4,DROP
3114,banca,Banca,35:04.8,BANCA
3115,ost,Ost,07:56.3,OST
3116,global-cryptocurrency,Global Cryptocurrency,12:52.5,GCC
3117,uptoken,Uptoken,12:52.7,UP
3118,dragon-coins,Dragon Coins,12:52.8,DRG
3119,nanjcoin,Nanjcoin,12:52.8,NANJ
3120,noah-coin,Noah Coin,17:44.1,NOAH
3121,banyan-network,Banyan Network,17:44.1,BBN
3122,1world,1world,17:44.1,1WO
3123,latiumx,Latiumx,17:44.1,LATX
3124,napoleonx,Napoleonx,17:44.2,NPX
3125,pundi-x-old,Pundi X Old,27:03.8,PXS
3126,bitcoin-green,Bitcoin Green,27:04.4,BITG
3127,bnktothefuture,Bnktothefuture,27:04.4,BFT
3128,mediccoin,Mediccoin,27:04.5,MEDIC
,,,,
(1687 rows affected),,,,
